"user_id","book_id","score"
"13","971","3"
"13","973","5"
"13","982","4"
"14","1","5"
"14","2","4"
"14","9","4"
"14","34","5"
"14","44","4"
"14","214","2"
"14","303","5"
"14","392","3"
"14","413","3"
"14","589","2"
"14","615","3"
"14","649","4"
"14","670","3"
"14","762","3"
"14","855","2"
"14","886","4"
"14","912","3"
"14","955","4"
"14","990","2"
"15","12","5"
"15","44","4"
"15","83","3"
"15","151","2"
"15","162","5"
"15","178","3"
"15","206","4"
"15","246","2"
"15","337","3"
"15","343","4"
"15","396","2"
"15","407","3"
"15","436","3"
"15","440","4"
"15","478","4"
"15","483","4"
"15","535","3"
"15","554","3"
"15","557","4"
"15","569","4"
"15","572","5"
"15","709","4"
"15","776","2"
"15","834","2"
"15","856","4"
"15","863","3"
"15","874","4"
"15","917","4"
"15","927","4"
"15","955","2"
"16","1","5"
"16","2","4"
"16","4","4"
"16","9","4"
"16","21","5"
"16","28","3"
"16","34","5"
"16","44","2"
"16","55","5"
"16","61","5"
"16","246","3"
"16","262","4"
"16","283","5"
"16","337","4"
"16","392","3"
"16","462","3"
"16","483","2"
"16","510","5"
"16","594","3"
"16","644","3"
"16","670","2"
"16","901","4"
"16","917","3"
"17","1","3"
"17","2","4"
"17","9","5"
"17","34","5"
"17","171","3"
"17","176","4"
"17","214","2"
"17","559","3"
"17","578","2"
"17","589","3"
"17","615","2"
"17","804","2"
"17","848","4"
"17","870","2"
"17","993","3"
"18","5","2"
"18","138","5"
"18","149","5"
"18","190","3"
"18","218","4"
"18","254","3"
"18","342","5"
"18","381","3"
"18","413","2"
"18","441","4"
"18","501","3"
"18","554","3"
"18","619","4"
"18","626","2"
"18","670","2"
"18","690","5"
"18","713","2"
"18","756","3"
"18","770","3"
"18","787","5"
"18","860","5"
"18","902","2"
"18","907","4"
"18","955","2"
"18","976","4"
"18","982","5"
"18","997","2"
"19","12","3"
"19","26","4"
"19","62","4"
"19","155","4"
"19","199","3"
"19","218","3"
"19","254","4"
"19","255","4"
"19","321","2"
"19","356","2"
"19","406","3"
"19","413","2"
"19","466","3"
"19","467","2"
"19","505","3"
"19","569","3"
"19","626","2"
"19","649","4"
"19","684","3"
"19","902","3"
"19","907","4"
"19","921","2"
"19","924","4"
"19","971","4"
"19","977","3"
"19","990","4"
"19","997","3"
"20","1","5"
"20","2","4"
"20","7","3"
"20","9","5"
"20","34","4"
"20","159","4"
"20","309","2"
"20","427","3"
"20","445","4"
"20","511","2"
"20","663","3"
"20","723","3"
"20","739","4"
"20","776","3"
"20","834","2"
"20","896","2"
"20","923","2"
"21","38","5"
"21","98","5"
"21","214","3"
"21","224","5"
"21","253","4"
"21","325","3"
"21","343","5"
"21","404","4"
"21","480","5"
"21","482","5"
"21","508","3"
"21","549","4"
"21","589","3"
"21","659","3"
"21","679","5"
"21","686","2"
"21","745","5"
"21","880","5"
"21","903","3"
"21","943","3"
"21","982","4"
"22","1","4"
"22","2","3"
"22","9","4"
"22","34","5"
"22","38","3"
"22","68","3"
"22","151","2"
"22","224","3"
"22","285","5"
"22","343","4"
"22","404","3"
"22","446","2"
"22","480","5"
"22","501","3"
"22","554","4"
"22","557","3"
"22","642","3"
"22","649","2"
"22","673","5"
"22","679","5"
"22","762","2"
"22","790","5"
"22","982","3"
"23","17","4"
"23","47","2"
"23","51","2"
"23","53","4"
"23","176","3"
"23","214","4"
"23","237","3"
"23","270","3"
"23","293","4"
"23","365","3"
"23","389","4"
"23","458","3"
"23","511","2"
"23","543","3"
"23","589","3"
"23","662","4"
"23","663","3"
"23","672","2"
"23","757","5"
"23","774","4"
"23","895","5"
"23","915","5"
"23","923","4"
"23","949","4"
"24","4","4"
"24","25","3"
"24","55","5"
"24","112","4"
"24","118","2"
"24","133","4"
"24","151","4"
"24","214","3"
"24","246","3"
"24","333","4"
"24","483","2"
"24","499","4"
"24","510","5"
"24","544","5"
"24","565","2"
"24","589","3"
"24","649","2"
"24","670","2"
"24","767","3"
"24","944","3"
"24","976","3"
"25","7","2"
"25","12","5"
"25","23","2"
"25","82","2"
"25","135","4"
"25","142","5"
"25","162","5"
"25","399","4"
"25","400","3"
"25","406","3"
"25","438","4"
"25","476","4"
"25","569","5"
"25","577","3"
"25","598","3"
"25","698","2"
"25","744","3"
"25","772","3"
"25","828","5"
"25","844","5"
"25","869","4"
"26","5","4"
"26","7","3"
"26","44","2"
"26","190","3"
"26","218","3"
"26","381","4"
"26","410","4"
"26","413","3"
"26","436","3"
"26","467","2"
"26","506","2"
"26","544","3"
"26","637","2"
"26","642","2"
"26","676","3"
"26","713","4"
"26","825","5"
"26","898","3"
"26","902","3"
"26","917","4"
"26","955","2"
"26","997","3"
"27","23","3"
"27","41","2"
"27","135","4"
"27","174","5"
"27","176","4"
"27","214","2"
"27","276","2"
"27","286","2"
"27","329","2"
"27","361","4"
"27","399","3"
"27","427","4"
"27","589","2"
"27","598","2"
"27","622","3"
"27","629","4"
"27","663","3"
"27","681","3"
"27","690","2"
"27","710","5"
"27","723","3"
"27","744","3"
"27","752","3"
"27","848","3"
"28","23","4"
"28","38","5"
"28","41","3"
"28","82","2"
"28","118","4"
"28","135","2"
"28","224","5"
"28","325","2"
"28","343","3"
"28","392","2"
"28","404","5"
"28","446","2"
"28","480","4"
"28","483","3"
"28","508","4"
"28","554","4"
"28","562","3"
"28","591","3"
"28","598","2"
"28","609","3"
"28","679","4"
"28","744","3"
"28","752","4"
"28","838","4"
"28","921","2"
"28","976","3"
"28","982","3"
"28","990","2"
"29","23","3"
"29","38","5"
"29","41","4"
"29","68","4"
"29","82","4"
"29","218","3"
"29","224","4"
"29","254","3"
"29","333","5"
"29","338","4"
"29","343","3"
"29","358","3"
"29","399","2"
"29","404","5"
"29","480","4"
"29","626","2"
"29","637","3"
"29","679","3"
"29","681","4"
"29","698","4"
"29","744","3"
"29","772","2"
"29","850","2"
"29","895","4"
"29","902","3"
"29","918","5"
"29","924","3"
"29","962","2"
"29","982","4"
"29","997","4"
"30","4","3"
"30","23","3"
"30","28","3"
"30","41","2"
"30","76","3"
"30","82","4"
"30","133","5"
"30","214","2"
"30","305","5"
"30","344","3"
"30","404","4"
"30","513","4"
"30","562","4"
"30","589","2"
"30","598","2"
"30","681","3"
"30","724","5"
"30","744","2"
"30","752","3"
"30","767","3"
"30","996","2"
"31","1","3"
"31","2","3"
"31","9","3"
"31","11","4"
"31","32","3"
"31","34","4"
"31","36","5"
"31","46","3"
"31","61","4"
"31","76","3"
"31","77","5"
"31","148","3"
"31","168","3"
"31","170","3"
"31","265","4"
"31","406","5"
"31","535","3"
"31","636","2"
"31","724","5"
"31","767","5"
"31","772","5"
"31","845","4"
"31","863","3"
"31","916","4"
"32","12","3"
"32","30","4"
"32","48","4"
"32","114","3"
"32","178","3"
"32","226","4"
"32","240","3"
"32","300","5"
"32","317","4"
"32","337","4"
"32","424","3"
"32","446","2"
"32","483","3"
"32","497","3"
"32","544","5"
"32","578","5"
"32","620","5"
"32","629","2"
"32","649","2"
"32","690","4"
"32","708","3"
"32","713","2"
"32","745","3"
"32","746","5"
"32","762","4"
"32","804","3"
"32","870","4"
"32","893","3"
"32","911","5"
"32","917","2"
"32","932","5"
"33","1","5"
"33","2","4"
"33","9","4"
"33","24","4"
"33","32","3"
"33","34","3"
"33","103","2"
"33","117","4"
"33","214","2"
"33","291","5"
"33","397","2"
"33","488","3"
"33","572","3"
"33","589","4"
"33","608","2"
"33","610","4"
"33","618","5"
"33","709","3"
"34","20","5"
"34","24","5"
"34","38","4"
"34","68","5"
"34","150","3"
"34","155","5"
"34","168","5"
"34","224","5"
"34","239","5"
"34","314","5"
"34","324","5"
"34","343","4"
"34","358","4"
"34","397","3"
"34","400","3"
"34","404","4"
"34","429","5"
"34","458","4"
"34","473","5"
"34","480","3"
"34","508","3"
"34","590","4"
"34","593","4"
"34","618","4"
"34","679","4"
"34","862","5"
"34","927","3"
"35","1","4"
"35","2","5"
"35","9","4"
"35","34","4"
"35","41","3"
"35","44","3"
"35","62","3"
"35","82","4"
"35","228","2"
"35","399","2"
"35","410","4"
"35","454","3"
"35","539","2"
"35","554","3"
"35","562","4"
"35","565","3"
"35","598","2"
"35","607","3"
"35","681","2"
"35","698","4"
"35","713","4"
"35","772","2"
"35","790","2"
"35","816","4"
"35","921","4"
"36","1","3"
"36","2","4"
"36","9","4"
"36","34","3"
"36","44","2"
"36","62","4"
"36","65","2"
"36","144","3"
"36","166","3"
"36","169","3"
"36","201","3"
"36","267","4"
"36","293","4"
"36","333","5"
"36","337","5"
"36","352","3"
"36","505","3"
"36","591","4"
"36","642","2"
"36","649","2"
"36","684","2"
"36","722","2"
"36","795","3"
"36","917","2"
"36","955","3"
"37","7","4"
"37","25","5"
"37","26","5"
"37","41","3"
"37","44","2"
"37","62","2"
"37","82","2"
"37","118","4"
"37","135","4"
"37","392","4"
"37","399","4"
"37","505","2"
"37","554","2"
"37","681","4"
"37","744","2"
"37","752","2"
"37","772","4"
"37","885","2"
"37","901","3"
"37","921","4"
"38","5","4"
"38","28","5"
"38","55","4"
"38","68","3"
"38","112","3"
"38","180","3"
"38","190","4"
"38","218","3"
"38","224","3"
"38","254","2"
"38","276","3"
"38","343","5"
"38","344","4"
"38","389","3"
"38","404","5"
"38","439","4"
"38","457","3"
"38","467","3"
"38","480","5"
"38","508","5"
"38","510","4"
"38","637","3"
"38","679","4"
"38","724","3"
"38","845","4"
"38","974","2"
"38","982","3"
"38","997","4"
"39","16","5"
"39","30","3"
"39","34","4"
"39","183","5"
"39","205","4"
"39","214","4"
"39","245","4"
"39","255","4"
"39","354","4"
"39","407","2"
"39","415","3"
"39","458","3"
"39","589","3"
"39","658","3"
"39","683","5"
"39","693","4"
"39","701","2"
"39","804","3"
"39","848","3"
"39","896","4"
"39","925","5"
"40","1","3"
"40","2","3"
"40","9","5"
"40","34","5"
"40","41","4"
"40","82","2"
"40","135","2"
"40","214","4"
"40","589","2"
"40","598","4"
"40","681","2"
"40","698","4"
"40","752","4"
"40","772","3"
"40","814","2"
"40","945","5"
"41","1","3"
"41","2","5"
"41","9","4"
"41","34","5"
"41","63","3"
"41","180","4"
"41","190","3"
"41","218","2"
"41","254","3"
"41","259","5"
"41","303","3"
"41","358","3"
"41","430","3"
"41","446","2"
"41","456","4"
"41","461","4"
"41","536","5"
"41","631","4"
"41","637","3"
"41","647","4"
"41","902","3"
"41","924","3"
"41","980","4"
"42","1","3"
"42","2","4"
"42","4","3"
"42","9","5"
"42","11","3"
"42","21","3"
"42","28","5"
"42","34","5"
"42","47","4"
"42","215","3"
"42","305","5"
"42","361","4"
"42","366","4"
"42","407","3"
"42","427","4"
"42","452","5"
"42","632","2"
"42","635","2"
"42","723","2"
"42","724","3"
"42","796","5"
"42","828","3"
"42","845","3"
"42","896","4"
"42","910","2"
"42","993","2"
"43","23","3"
"43","30","4"
"43","38","5"
"43","68","4"
"43","82","3"
"43","135","2"
"43","224","5"
"43","343","4"
"43","399","4"
"43","404","4"
"43","427","4"
"43","480","5"
"43","488","3"
"43","511","4"
"43","562","2"
"43","598","3"
"43","615","2"
"43","679","4"
"43","693","3"
"43","698","4"
"43","772","3"
"43","778","2"
"43","848","2"
"43","858","4"
"43","896","3"
"43","982","3"
"44","1","3"
"44","2","5"
"44","9","4"
"44","34","4"
"44","55","4"
"44","76","3"
"44","77","3"
"44","100","5"
"44","107","5"
"44","112","5"
"44","291","5"
"44","298","5"
"44","305","5"
"44","327","4"
"44","499","5"
"44","649","3"
"44","675","4"
"44","678","3"
"44","775","4"
"44","796","4"
"44","833","5"
"44","843","4"
"44","844","4"
"44","845","4"
"44","847","3"
"44","877","3"
"45","5","3"
"45","19","3"
"45","38","4"
"45","68","3"
"45","176","3"
"45","190","4"
"45","224","3"
"45","240","2"
"45","254","4"
"45","276","4"
"45","343","3"
"45","404","4"
"45","407","2"
"45","508","3"
"45","544","2"
"45","559","2"
"45","626","3"
"45","637","3"
"45","648","3"
"45","679","3"
"45","693","4"
"45","828","2"
"45","896","4"
"45","902","3"
"45","982","3"
"45","997","4"
"46","23","4"
"46","41","3"
"46","55","5"
"46","61","5"
"46","62","2"
"46","135","4"
"46","149","4"
"46","180","2"
"46","283","4"
"46","344","3"
"46","399","3"
"46","467","3"
"46","499","4"
"46","544","4"
"46","626","2"
"46","637","3"
"46","681","3"
"46","698","3"
"46","724","5"
"46","741","4"
"46","744","3"
"46","752","2"
"46","796","4"
"46","897","3"
"46","907","4"
"46","924","3"
"46","997","2"
"47","1","3"
"47","2","4"
"47","4","5"
"47","9","5"
"47","11","4"
"47","34","3"
"47","40","2"
"47","50","2"
"47","77","4"
"47","81","2"
"47","148","4"
"47","260","5"
"47","376","3"
"47","408","5"
"47","506","2"
"47","548","3"
"47","571","4"
"47","644","4"
"47","724","5"
"47","758","5"
"47","796","3"
"47","815","3"
"47","845","3"
"47","852","4"
"47","942","3"
"48","177","3"
"48","204","3"
"48","214","2"
"48","226","4"
"48","237","2"
"48","308","5"
"48","333","3"
"48","340","5"
"48","407","4"
"48","427","3"
"48","465","4"
"48","511","2"
"48","522","3"
"48","589","4"
"48","594","4"
"48","690","3"
"48","729","4"
"48","834","3"
"48","842","4"
"48","870","2"
"48","952","5"
"48","960","5"
"48","993","2"
"49","1","3"
"49","2","3"
"49","7","4"
"49","9","5"
"49","34","5"
"49","41","2"
"49","82","2"
"49","135","4"
"49","294","3"
"49","368","5"
"49","598","4"
"49","681","4"
"49","698","3"
"49","752","3"
"49","772","4"
"49","874","4"
"50","15","5"
"50","23","3"
"50","41","2"
"50","82","3"
"50","114","2"
"50","178","2"
"50","182","5"
"50","206","2"
"50","214","4"
"50","237","3"
"50","399","3"
"50","408","4"
"50","419","3"
"50","562","3"
"50","589","2"
"50","698","2"
"50","752","3"
"50","772","4"
"50","834","3"
"50","874","3"
"50","896","3"
"51","7","3"
"51","30","4"
"51","38","5"
"51","68","4"
"51","200","3"
"51","214","3"
"51","224","5"
"51","404","3"
"51","418","2"
"51","480","3"
"51","508","5"
"51","555","4"
"51","568","5"
"51","589","3"
"51","679","5"
"51","799","3"
"51","982","3"
"52","6","4"
"52","12","5"
"52","30","4"
"52","40","5"
"52","70","4"
"52","159","4"
"52","239","2"
"52","259","3"
"52","276","2"
"52","314","3"
"52","324","2"
"52","385","5"
"52","438","4"
"52","449","4"
"52","458","4"
"52","511","4"
"52","546","3"
"52","572","3"
"52","578","2"
"52","647","4"
"52","663","3"
"52","717","4"
"52","759","4"
"52","828","2"
"52","884","4"
"52","971","3"
"52","984","3"
"53","23","3"
"53","35","3"
"53","41","3"
"53","70","3"
"53","83","2"
"53","117","4"
"53","172","4"
"53","181","4"
"53","192","5"
"53","240","3"
"53","265","5"
"53","276","4"
"53","349","3"
"53","399","4"
"53","419","2"
"53","427","2"
"53","446","5"
"53","458","2"
"53","481","3"
"53","562","4"
"53","569","4"
"53","598","4"
"53","683","3"
"53","698","3"
"53","744","4"
"53","752","2"
"53","848","4"
"53","869","4"
"53","874","4"
"54","23","3"
"54","41","3"
"54","135","3"
"54","184","4"
"54","214","2"
"54","256","5"
"54","274","4"
"54","282","5"
"54","421","4"
"54","464","5"
"54","476","5"
"54","562","2"
"54","589","3"
"54","596","2"
"54","602","3"
"54","681","2"
"54","744","2"
"54","752","2"
"54","772","2"
"54","843","3"
"54","914","5"
"55","19","2"
"55","21","5"
"55","25","5"
"55","29","3"
"55","33","3"
"55","112","3"
"55","148","5"
"55","159","2"
"55","172","4"
"55","237","3"
"55","265","5"
"55","276","4"
"55","305","3"
"55","353","3"
"55","361","4"
"55","440","3"
"55","610","5"
"55","644","3"
"55","690","3"
"55","715","5"
"55","723","3"
"55","724","4"
"55","897","3"
"55","916","3"
"55","921","3"
"55","971","4"
"55","980","4"
"55","993","3"
"56","5","3"
"56","31","4"
"56","59","3"
"56","60","2"
"56","140","2"
"56","190","4"
"56","214","2"
"56","218","4"
"56","265","3"
"56","358","4"
"56","527","3"
"56","544","3"
"56","589","3"
"56","610","4"
"56","618","4"
"56","637","4"
"56","708","2"
"56","718","5"
"56","749","4"
"56","869","3"
"56","907","3"
"56","967","3"
"56","997","4"
"57","4","3"
"57","7","3"
"57","11","3"
"57","14","2"
"57","25","4"
"57","112","3"
"57","210","4"
"57","223","5"
"57","414","4"
"57","460","2"
"57","469","3"
"57","482","5"
"57","499","4"
"57","510","3"
"57","627","3"
"57","634","5"
"57","644","3"
"57","669","4"
"57","767","5"
"57","802","3"
"57","818","4"
"57","946","3"
"58","5","4"
"58","23","3"
"58","51","4"
"58","61","5"
"58","135","4"
"58","178","4"
"58","190","2"
"58","195","3"
"58","218","3"
"58","276","4"
"58","358","4"
"58","397","4"
"58","544","2"
"58","550","2"
"58","598","3"
"58","663","3"
"58","681","2"
"58","698","4"
"58","701","3"
"58","744","2"
"58","750","2"
"58","752","4"
"58","772","3"
"58","778","3"
"58","834","3"
"58","835","4"
"58","896","4"
"58","902","2"
"58","907","3"
"58","997","3"
"59","5","4"
"59","6","4"
"59","24","3"
"59","51","5"
"59","65","5"
"59","84","3"
"59","89","5"
"59","122","2"
"59","180","3"
"59","190","3"
"59","196","3"
"59","340","5"
"59","342","5"
"59","350","5"
"59","358","4"
"59","436","4"
"59","470","4"
"59","508","3"
"59","527","3"
"59","544","2"
"59","577","4"
"59","618","4"
"59","626","2"
"59","637","4"
"59","657","5"
"59","736","4"
"59","764","5"
"59","892","4"
"59","902","4"
"59","926","2"
"59","927","3"
"59","973","4"
"60","1","5"
"60","2","4"
"60","9","5"
"60","34","3"
"60","38","5"
"60","68","4"
"60","118","3"
"60","163","4"
"60","224","4"
"60","309","3"
"60","343","5"
"60","381","3"
"60","392","2"
"60","404","4"
"60","508","3"
"60","557","4"
"60","679","4"
"60","684","3"
"60","713","3"
"60","865","5"
"60","901","2"
"60","917","4"
"60","940","5"
"60","982","3"
"61","41","4"
"61","82","3"
"61","93","5"
"61","94","4"
"61","105","4"
"61","117","5"
"61","135","3"
"61","142","3"
"61","166","5"
"61","172","3"
"61","286","5"
"61","347","5"
"61","349","5"
"61","396","4"
"61","414","3"
"61","479","3"
"61","572","4"
"61","598","2"
"61","625","5"
"61","675","2"
"61","698","4"
"61","744","2"
"61","752","2"
"61","772","2"
"61","799","3"
"61","818","5"
"61","977","4"
"61","979","5"
"62","4","4"
"62","25","3"
"62","44","4"
"62","62","2"
"62","76","3"
"62","133","4"
"62","197","3"
"62","219","3"
"62","374","3"
"62","410","4"
"62","497","4"
"62","505","3"
"62","509","3"
"62","514","4"
"62","554","3"
"62","565","2"
"62","601","4"
"62","631","4"
"62","697","2"
"62","745","4"
"62","767","3"
"62","796","4"
"62","814","5"
"62","897","3"
"62","903","3"
"62","929","4"
"62","990","3"
"63","7","2"
"63","21","3"
"63","23","2"
"63","41","3"
"63","55","4"
"63","76","4"
"63","120","3"
"63","132","4"
"63","133","4"
"63","135","2"
"63","148","3"
"63","153","2"
"63","282","5"
"63","421","4"
"63","499","3"
"63","598","2"
"63","622","5"
"63","698","3"
"63","744","3"
"63","752","3"
"63","767","4"
"63","772","4"
"63","796","5"
"64","4","3"
"64","7","3"
"64","21","5"
"64","30","2"
"64","76","5"
"64","123","4"
"64","148","5"
"64","195","2"
"64","276","4"
"64","298","3"
"64","309","2"
"64","419","3"
"64","478","4"
"64","514","3"
"64","578","2"
"64","581","5"
"64","644","3"
"64","724","4"
"64","767","5"
"64","778","4"
"64","934","4"
"64","993","2"
"65","6","3"
"65","7","4"
"65","30","2"
"65","32","5"
"65","46","4"
"65","52","2"
"65","168","4"
"65","397","4"
"65","438","3"
"65","440","4"
"65","470","5"
"65","478","4"
"65","530","2"
"65","556","3"
"65","578","3"
"65","663","2"
"65","686","3"
"65","693","3"
"65","851","5"
"65","863","5"
"65","870","2"
"65","963","3"
"65","993","2"
"66","5","3"
"66","7","2"
"66","23","3"
"66","41","2"
"66","135","4"
"66","218","3"
"66","230","4"
"66","467","3"
"66","478","4"
"66","544","2"
"66","562","4"
"66","622","5"
"66","626","2"
"66","698","2"
"66","744","3"
"66","752","2"
"66","772","4"
"66","827","3"
"66","833","3"
"66","902","2"
"66","907","2"
"66","924","3"
"67","29","4"
"67","31","4"
"67","38","5"
"67","68","5"
"67","83","2"
"67","105","3"
"67","114","4"
"67","195","4"
"67","224","5"
"67","237","2"
"67","314","5"
"67","343","4"
"67","361","4"
"67","404","5"
"67","429","4"
"67","458","2"
"67","478","2"
"67","480","3"
"67","535","3"
"67","629","4"
"67","668","3"
"67","669","4"
"67","679","4"
"67","701","3"
"67","735","3"
"67","768","5"
"67","863","4"
"67","982","3"
"68","4","3"
"68","23","2"
"68","28","5"
"68","41","4"
"68","92","4"
"68","133","4"
"68","168","4"
"68","214","2"
"68","310","3"
"68","399","2"
"68","499","5"
"68","510","3"
"68","514","4"
"68","562","3"
"68","589","3"
"68","598","2"
"68","636","4"
"68","698","2"
"68","752","3"
"68","767","3"
"68","772","4"
"68","796","4"
"69","1","5"
"69","2","5"
"69","7","2"
"69","9","4"
"69","34","3"
"69","145","2"
"69","158","4"
"69","214","2"
"69","316","4"
"69","368","2"
"69","589","3"
"69","723","4"
"69","782","5"
"70","38","3"
"70","68","5"
"70","176","4"
"70","180","5"
"70","214","2"
"70","224","5"
"70","237","3"
"70","240","4"
"70","322","2"
"70","343","5"
"70","404","4"
"70","407","4"
"70","440","3"
"70","458","2"
"70","480","3"
"70","508","3"
"70","588","2"
"70","589","2"
"70","615","2"
"70","790","5"
"70","848","2"
"70","961","3"
"70","982","5"
"71","7","3"
"71","218","2"
"71","246","4"
"71","254","3"
"71","337","3"
"71","358","2"
"71","413","2"
"71","446","3"
"71","483","2"
"71","505","4"
"71","518","2"
"71","544","4"
"71","557","3"
"71","626","2"
"71","637","2"
"71","753","5"
"71","902","2"
"71","990","2"
"71","997","4"
"72","1","3"
"72","2","3"
"72","5","2"
"72","9","3"
"72","34","3"
"72","38","4"
"72","68","5"
"72","180","4"
"72","190","4"
"72","218","3"
"72","224","5"
"72","343","3"
"72","404","3"
"72","456","4"
"72","467","4"
"72","480","3"
"72","508","3"
"72","626","4"
"72","808","3"
"72","809","4"
"72","902","3"
"72","982","3"
"72","997","2"
"73","19","4"
"73","36","4"
"73","39","3"
"73","90","3"
"73","206","4"
"73","276","3"
"73","372","3"
"73","413","2"
"73","432","5"
"73","446","4"
"73","476","4"
"73","483","4"
"73","486","5"
"73","501","2"
"73","517","5"
"73","557","3"
"73","578","2"
"73","604","5"
"73","615","4"
"73","642","3"
"73","664","5"
"73","693","3"
"73","816","2"
"73","848","3"
"73","854","3"
"73","856","3"
"73","870","4"
"73","921","4"
"74","1","5"
"74","2","5"
"74","9","3"
"74","34","5"
"74","44","3"
"74","122","4"
"74","135","3"
"74","151","2"
"74","337","5"
"74","389","5"
"74","399","4"
"74","410","3"
"74","483","3"
"74","557","2"
"74","562","4"
"74","670","2"
"74","681","3"
"74","698","4"
"74","744","2"
"74","752","4"
"74","772","4"
"74","836","2"
"74","901","3"
"74","955","2"
"74","993","4"
"75","4","5"
"75","12","5"
"75","21","5"
"75","33","5"
"75","38","4"
"75","61","3"
"75","68","3"
"75","77","3"
"75","122","4"
"75","196","5"
"75","224","4"
"75","314","4"
"75","343","5"
"75","404","3"
"75","438","3"
"75","444","3"
"75","508","5"
"75","510","4"
"75","554","5"
"75","569","5"
"75","618","5"
"75","679","4"
"75","709","3"
"75","724","4"
"75","796","5"
"75","845","3"
"75","875","4"
"75","949","2"
"75","982","3"
"76","4","4"
"76","25","4"
"76","30","2"
"76","76","3"
"76","77","5"
"76","78","4"
"76","83","2"
"76","214","4"
"76","305","3"
"76","407","5"
"76","419","3"
"76","458","3"
"76","514","5"
"76","578","2"
"76","585","4"
"76","589","3"
"76","690","2"
"76","723","3"
"76","724","5"
"76","727","3"
"76","785","5"
"76","796","5"
"76","828","3"
"77","1","4"
"77","2","3"
"77","9","4"
"77","11","3"
"77","34","3"
"77","61","4"
"77","76","3"
"77","135","3"
"77","148","4"
"77","290","4"
"77","305","3"
"77","311","5"
"77","426","5"
"77","449","5"
"77","471","2"
"77","510","4"
"77","514","4"
"77","728","4"
"77","845","4"
"77","854","4"
"77","864","5"
"77","866","3"
"77","875","5"
"77","932","3"
"78","1","4"
"78","2","4"
"78","9","5"
"78","11","4"
"78","34","5"
"78","54","2"
"78","55","3"
"78","59","4"
"78","76","3"
"78","112","5"
"78","148","3"
"78","205","3"
"78","215","3"
"78","218","4"
"78","351","4"
"78","391","3"
"78","397","4"
"78","521","4"
"78","584","5"
"78","644","5"
"78","647","4"
"78","651","4"
"78","796","3"
"78","798","4"
"78","845","3"
"79","5","3"
"79","11","4"
"79","21","5"
"79","25","4"
"79","41","3"
"79","82","2"
"79","133","3"
"79","148","5"
"79","190","4"
"79","194","2"
"79","283","5"
"79","358","4"
"79","398","2"
"79","399","4"
"79","439","3"
"79","544","4"
"79","562","3"
"79","598","3"
"79","626","4"
"79","637","4"
"79","681","3"
"79","698","4"
"79","734","3"
"79","752","2"
"79","845","4"
"79","902","2"
"79","957","5"
"79","997","3"
"80","6","5"
"80","10","4"
"80","24","5"
"80","38","5"
"80","68","3"
"80","172","5"
